Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
1622,Pristyn Care,Gurugram,other,Haryana,India,Asia,120.0,2024-03-01,7.0,1714.0,1594.0,Healthcare,Series E,177.0,2024,28.4646148,77.0299194
1623,Project Ronin,San Mateo,San Francisco Bay Area,California,USA,North America,150.0,2024-03-01,100.0,150.0,0.0,Healthcare,Unknown,,2024,37.496904,-122.3330573
1625,Edgio,Phoenix,other,Arizona,USA,North America,80.0,2024-03-04,10.0,800.0,720.0,Infrastructure,Post-IPO,462.0,2024,33.4484367,-112.074141
1626,Melio,New York City,other,New York,USA,North America,40.0,2024-03-04,7.0,571.0,531.0,Finance,Series D,504.0,2024,40.7127281,-74.0060152
1627,Our Next Energy,Detroit,other,Michigan,USA,North America,40.0,2024-03-04,13.0,308.0,268.0,Transportation,Series B,390.0,2024,42.3315509,-83.0466403
1629,MessageBird,Amsterdam,other,non,Netherlands,Europe,90.0,2024-03-05,20.0,450.0,360.0,Other,Series C,1.0,2024,52.3730796,4.8924534
1633,Sorare,New York City,other,New York,USA,North America,22.0,2024-03-06,13.0,169.0,147.0,Crypto,Series B,739.0,2024,40.7127281,-74.0060152
1635,Turnitin,Oakland,San Francisco Bay Area,California,USA,North America,15.0,2024-03-07,2.0,750.0,735.0,Education,Acquired,,2024,37.8044557,-122.271356
1637,Niche,Pittsburgh,other,Pennsylvania,USA,North America,24.0,2024-03-08,7.0,343.0,319.0,Education,Series C,44.0,2024,40.4416941,-79.9900861
1638,Deadspin,New York City,other,New York,USA,North America,11.0,2024-03-11,100.0,11.0,0.0,Media,Acquired,,2024,40.7127281,-74.0060152
1640,Phantom Auto,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2024-03-12,100.0,100.0,0.0,Transportation,Unknown,86.0,2024,37.7792588,-122.4193286
1641,Stash,New York City,other,New York,USA,North America,80.0,2024-03-13,25.0,320.0,240.0,Finance,Unknown,480.0,2024,40.7127281,-74.0060152
1642,Textio,Seattle,Cascadia,Washington,USA,North America,14.0,2024-03-14,16.0,88.0,74.0,HR,Unknown,42.0,2024,47.6038321,-122.330062
1649,ShopBack,Singapore,other,non,Singapore,Asia,195.0,2024-03-19,24.0,813.0,618.0,Retail,Series F,355.0,2024,1.2899175,103.8519072
1652,Dell,Austin,other,Texas,USA,North America,6000.0,2024-03-25,5.0,120000.0,114000.0,Hardware,Post-IPO,,2024,30.2711286,-97.7436995
1653,Synctera,Palo Alto,San Francisco Bay Area,California,USA,North America,17.0,2024-03-26,15.0,113.0,96.0,Finance,Series A,79.0,2024,37.4443293,-122.1598465
1654,ChowNow,Los Angeles,other,California,USA,North America,60.0,2024-03-28,20.0,300.0,240.0,Food,Series C,64.0,2024,34.0536909,-118.242766
1655,Identiq,Tel Aviv,other,non,Israel,Asia,20.0,2024-04-01,44.0,45.0,25.0,Security,Series A,52.0,2024,32.0852997,34.7818064
1660,Byju's,Bengaluru,other,Karnataka,India,Asia,500.0,2024-04-02,3.0,16667.0,16167.0,Education,Private Equity,,2024,12.98815675,77.62260004
1668,Lightspeed Commerce,Montreal,other,Quebec,Canada,North America,280.0,2024-04-03,10.0,2800.0,2520.0,Retail,Post-IPO,1200.0,2024,45.5031824,-73.5698065
1674,Ghost Autonomy,Mountain View,San Francisco Bay Area,California,USA,North America,100.0,2024-04-05,100.0,100.0,0.0,Transportation,Series E,247.0,2024,37.3893889,-122.0832101
1675,Bolt.Earth,Bengaluru,other,Karnataka,India,Asia,70.0,2024-04-06,40.0,175.0,105.0,Software Development,Unknown,,2024,12.98815675,77.62260004
1676,EXL,New York City,other,New York,USA,North America,800.0,2024-04-06,2.0,40000.0,39200.0,IT Services,Unknown,,2024,40.7127281,-74.0060152
1678,Singularity 6,Los Angeles,other,California,USA,North America,49.0,2024-04-08,35.0,140.0,91.0,Gaming,Series B,49.0,2024,34.0536909,-118.242766
1679,Trendsales,Copenhagen,other,non,Denmark,Europe,79.0,2024-04-08,100.0,79.0,0.0,Retail,Acquired,,2024,55.6867243,12.5700724
1680,Checkr,San Francisco,San Francisco Bay Area,California,USA,North America,382.0,2024-04-09,32.0,1194.0,812.0,HR,Series D,,2024,37.7792588,-122.4193286
1684,Fabric,New York City,other,New York,USA,North America,30.0,2024-04-11,15.0,200.0,170.0,Logistics,Series C,336.0,2024,40.7127281,-74.0060152
1687,Criteo,Paris,other,non,France,Europe,140.0,2024-04-12,4.0,3500.0,3360.0,Marketing,Unknown,,2024,48.8588897,2.320041022
1691,McKinsey & Co,New York City,other,New York,USA,North America,360.0,2024-04-15,3.0,12000.0,11640.0,Business Consulting and Services,Unknown,,2024,40.7127281,-74.0060152
1692,Tesla,Austin,other,Texas,USA,North America,14000.0,2024-04-15,10.0,140000.0,126000.0,Motor Vehicle Manufacturing,Unknown,,2024,30.2711286,-97.7436995
1693,Kwalee,Leamington Spa,other,England,UK,Europe,40.0,2024-04-16,10.0,400.0,360.0,Gaming,Unknown,,2024,52.2913394,-1.536404
1694,Take-Two,New York City,other,New York,USA,North America,600.0,2024-04-16,5.0,12000.0,11400.0,Entertainment Providers,Post-IPO,4100.0,2024,40.7127281,-74.0060152
1695,Tome,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,2024-04-16,20.0,60.0,48.0,AI,Series B,75.0,2024,37.7792588,-122.4193286
1698,Data.ai,San Francisco,San Francisco Bay Area,California,USA,North America,44.0,2024-04-17,11.0,400.0,356.0,Software Development,Unknown,,2024,37.7792588,-122.4193286
1701,Toshiba,Tokyo,Tokyo,Tokyo,Japan,Asia,5000.0,2024-04-17,10.0,50000.0,45000.0,Appliances,Post-IPO,574.0,2024,35.6821936,139.762221
1702,Good Glamm Group,New Delhi,other,Delhi,India,Asia,150.0,2024-04-18,15.0,1000.0,850.0,IT Services,Unknown,,2024,28.6138954,77.2090057
1704,Showpad,Ghent,other,non,Belgium,Europe,50.0,2024-04-18,10.0,500.0,450.0,Marketing,Series D,159.0,2024,51.0538286,3.7250121
1705,Stability AI,London,other,England,UK,Europe,20.0,2024-04-18,10.0,200.0,180.0,AI,Unknown,174.0,2024,51.4893335,-0.144055085
1706,The Good Glamour,New Delhi,other,Delhi,India,Asia,150.0,2024-04-18,15.0,1000.0,850.0,Retail,Unknown,180.0,2024,28.6138954,77.2090057
1708,OutSystems,Boston,other,Massachusetts,USA,North America,150.0,2024-04-19,8.0,1875.0,1725.0,Product,Series G,802.0,2024,42.3554334,-71.060511
1712,Freenome,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2024-04-24,20.0,500.0,400.0,Healthcare,Unknown,,2024,37.7792588,-122.4193286
1713,Heureka Group,Prague,other,non,Czech Republic,Europe,100.0,2024-04-24,16.0,625.0,525.0,Retail,Acquired,,2024,50.0874654,14.4212535
1719,True Anomaly,Denver,other,Colorado,USA,North America,30.0,2024-04-26,25.0,120.0,90.0,Aerospace,Series B,158.0,2024,39.7392364,-104.984862
1721,HealthifyMe,Bengaluru,other,Karnataka,India,Asia,150.0,2024-04-27,27.0,556.0,406.0,Healthcare,Series D,130.0,2024,12.98815675,77.62260004
1724,Ninja Van,Singapore,other,non,Singapore,Asia,21.0,2024-04-29,10.0,210.0,189.0,Transportation,Series E,974.0,2024,1.2899175,103.8519072
1725,Ola,Bengaluru,other,Karnataka,India,Asia,180.0,2024-04-29,10.0,1800.0,1620.0,Transportation,Series J,3800.0,2024,12.98815675,77.62260004
1729,RiseUp,London,other,England,UK,Europe,50.0,2024-04-30,50.0,100.0,50.0,Fintech,Series B,30.0,2024,51.4893335,-0.144055085
1731,Assurance,Seattle,Cascadia,Washington,USA,North America,112.0,2024-05-01,100.0,112.0,0.0,Insurance,Unknown,,2024,47.6038321,-122.330062
1736,Peloton,New York City,other,New York,USA,North America,400.0,2024-05-02,15.0,2667.0,2267.0,Fitness,Post-IPO,1900.0,2024,40.7127281,-74.0060152
1739,Sprinklr,New York City,other,New York,USA,North America,116.0,2024-05-03,3.0,3867.0,3751.0,Software Development,Post-IPO,429.0,2024,40.7127281,-74.0060152
1740,Cue Health,San Diego,other,California,USA,North America,230.0,2024-05-04,49.0,469.0,239.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1741,Luminar,Orlando,other,Florida,USA,North America,147.0,2024-05-04,20.0,735.0,588.0,Transportation,Post-IPO,780.0,2024,28.5421109,-81.3790304
1742,Enovix,Fremont,San Francisco Bay Area,California,USA,North America,170.0,2024-05-06,33.0,515.0,345.0,Energy,Post-IPO,516.0,2024,37.5482697,-121.988571
1745,Arkane Studios,Austin,other,Texas,USA,North America,96.0,2024-05-08,100.0,96.0,0.0,Consumer,Unknown,,2024,30.2711286,-97.7436995
1748,PrepLadder,New Delhi,other,Delhi,India,Asia,145.0,2024-05-08,25.0,580.0,435.0,Education,Unknown,,2024,28.6138954,77.2090057
1749,Simpl,Bengaluru,other,Karnataka,India,Asia,100.0,2024-05-08,15.0,667.0,567.0,Finance,Series B,71.0,2024,12.98815675,77.62260004
1750,Sight Diagnostics,Tel Aviv,other,non,Israel,Asia,40.0,2024-05-09,30.0,133.0,93.0,Healthcare,Series D,124.0,2024,32.0852997,34.7818064
1751,Vacasa,Portland,Cascadia,Oregon,USA,North America,800.0,2024-05-09,13.0,6154.0,5354.0,Hospitality,Unknown,,2024,45.5202471,-122.674194
1754,Motional,Pittsburgh,other,Pennsylvania,USA,North America,550.0,2024-05-10,40.0,1375.0,825.0,Transportation,Unknown,,2024,40.4416941,-79.9900861
1756,Indeed,Austin,other,Texas,USA,North America,1000.0,2024-05-13,8.0,12500.0,11500.0,HR,Acquired,5.0,2024,30.2711286,-97.7436995
1763,Replit,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2024-05-16,20.0,150.0,120.0,Software Development,Unknown,222.0,2024,37.7792588,-122.4193286
1771,Guild,Denver,other,Colorado,USA,North America,300.0,2024-05-22,25.0,1200.0,900.0,Education,Series F,643.0,2024,39.7392364,-104.984862
1773,Cue Health,San Diego,other,California,USA,North America,180.0,2024-05-23,100.0,180.0,0.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1774,Lucid Motors,Newark,San Francisco Bay Area,California,USA,North America,400.0,2024-05-24,6.0,6667.0,6267.0,Transportation,Post-IPO,8300.0,2024,37.52966,-122.04024
1775,Satellogic,Montevideo,other,non,Uruquay,South America,34.0,2024-05-24,13.0,262.0,228.0,Aerospace,Post-IPO,424.0,2024,-34.901112,-56.164532
1776,Foursquare,New York City,other,New York,USA,North America,105.0,2024-05-27,25.0,420.0,315.0,Marketing,Series G,390.0,2024,40.7127281,-74.0060152
1777,Ualá,Buenos Aires,other,non,Argentina,South America,140.0,2024-05-28,9.0,1556.0,1416.0,Fintech,Unknown,,2024,-34.6037181,-58.38153
1781,Walnut,Tel Aviv,other,non,Israel,Asia,15.0,2024-05-29,20.0,75.0,60.0,Sales,Series B,56.0,2024,32.0852997,34.7818064
1783,ICANN,Los Angeles,other,California,USA,North America,33.0,2024-05-30,7.0,471.0,438.0,Infrastructure,Unknown,,2024,34.0536909,-118.242766
1791,Aleph Farms,Tel Aviv,other,non,Israel,Asia,30.0,2024-06-05,30.0,100.0,70.0,Food,Unknown,,2024,32.0852997,34.7818064
1792,MoonPay,Dover,other,Ohio,USA,North America,30.0,2024-06-05,10.0,300.0,270.0,Crypto,Unknown,651.0,2024,39.158168,-75.5243682
1793,Pagaya,Tel Aviv,other,non,Israel,Asia,100.0,2024-06-05,14.0,714.0,614.0,Finance,Post-IPO,571.0,2024,32.0852997,34.7818064
1799,Kissflow,Chennai,other,Tamil Nadu,India,Asia,45.0,2024-06-10,11.0,409.0,364.0,SaaS,Unknown,,2024,13.0836939,80.270186
1806,Paxos,New York City,other,New York,USA,North America,65.0,2024-06-12,20.0,325.0,260.0,Finance,Unknown,543.0,2024,40.7127281,-74.0060152
1812,Care/of,New York City,other,New York,USA,North America,143.0,2024-06-15,100.0,143.0,0.0,Healthcare,Acquired,83.0,2024,40.7127281,-74.0060152
1814,Moovit,Ness Ziona,other,non,Israel,Asia,23.0,2024-06-16,10.0,230.0,207.0,Transportation,Acquired,131.0,2024,31.9208636,34.79413999
1816,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,441.0,2024-06-17,23.0,1917.0,1476.0,Education,Post-IPO,,2024,37.354107,-121.955238
1817,Loop,Austin,other,Texas,USA,North America,23.0,2024-06-17,77.0,30.0,7.0,Insurance,Series A,34.0,2024,30.2711286,-97.7436995
1818,Satellogic,Montevideo,other,non,Uruquay,South America,70.0,2024-06-17,30.0,233.0,163.0,Aerospace,Post-IPO,424.0,2024,-34.901112,-56.164532
1823,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,441.0,2024-06-18,23.0,1917.0,1476.0,Education,Post-IPO,227.0,2024,37.354107,-121.955238
1826,Rapyd,Tel Aviv,other,non,Israel,Asia,30.0,2024-06-18,4.0,750.0,720.0,Finance,Unknown,770.0,2024,32.0852997,34.7818064
1828,Wex,Portland,Cascadia,Oregon,USA,North America,375.0,2024-06-18,5.0,7500.0,7125.0,Finance,Post-IPO,400.0,2024,45.5202471,-122.674194
1834,Intel,Santa Clara,San Francisco Bay Area,California,USA,North America,22.0,2024-06-19,10.0,220.0,198.0,Semiconductors,Post-IPO,12.0,2024,37.354107,-121.955238
1835,Emma Sleep,Frankfurt am Main,other,Hessen,Germany,Europe,200.0,2024-06-19,18.0,1111.0,911.0,Retail,Acquired,,2024,50.1106444,8.6820917
1836,Moovit,Tel Aviv,other,non,Israel,Asia,20.0,2024-06-19,10.0,200.0,180.0,Transportion,Acquired,131.0,2024,32.0852997,34.7818064
1838,Ginkgo Bioworks,Boston,other,Massachusetts,USA,North America,400.0,2024-06-20,35.0,1143.0,743.0,Healthcare,Post-IPO,2.0,2024,42.3554334,-71.060511
1841,Emma Sleep,Frankfurt am Main,other,Hessen,Germany,Europe,200.0,2024-06-21,18.0,1111.0,911.0,Retail,Acquired,,2024,50.1106444,8.6820917
1845,Flutterwave,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2024-06-24,3.0,1000.0,970.0,Finance,Unknown,509.0,2024,37.7792588,-122.4193286
1846,Ginkgo Bioworks,Boston,other,Massachusetts,USA,North America,400.0,2024-06-24,35.0,1143.0,743.0,Healthcare,Post-IPO,100.0,2024,42.3554334,-71.060511
1850,Octopus Ventures,London,other,England,UK,Europe,8.0,2024-06-25,16.0,50.0,42.0,Finance,Unknown,,2024,51.4893335,-0.144055085
1851,Perion,Tel Aviv,other,non,Israel,Asia,35.0,2024-06-25,5.0,700.0,665.0,Marketing,Post-IPO,76.0,2024,32.0852997,34.7818064
1855,Perion,Tel Aviv,other,non,Israel,Asia,35.0,2024-06-26,5.0,700.0,665.0,Marketing,Post-IPO,76.0,2024,32.0852997,34.7818064
1856,Planet,San Francisco,San Francisco Bay Area,California,USA,North America,180.0,2024-06-26,17.0,1059.0,879.0,Aerospace,Post-IPO,574.0,2024,37.7792588,-122.4193286
1860,RealPage,Dallas,other,Texas,USA,North America,20.0,2024-06-27,4.0,500.0,480.0,Real Estate,Acquired,105.0,2024,32.7762719,-96.7968559
1861,RealPage,Dallas,other,Texas,USA,North America,260.0,2024-06-27,4.0,6500.0,6240.0,Real Estate,Acquired,105.0,2024,32.7762719,-96.7968559
1862,Priceline,Norwalk,other,Connecticut,USA,North America,103.0,2024-06-28,17.0,606.0,503.0,Travel,Acquired,77.0,2024,41.1175966,-73.4078968
1864,Lightricks,Jerusalem,other,non,Israel,Asia,70.0,2024-07-01,12.0,583.0,513.0,Consumer,Series D,335.0,2024,31.78847185,35.21879441
1866,Sightful,Tel Aviv,other,non,Israel,Asia,20.0,2024-07-01,33.0,61.0,41.0,Hardware,Unknown,61.0,2024,32.0852997,34.7818064
1871,UKG,Boston,other,Massachusetts,USA,North America,2200.0,2024-07-03,14.0,15714.0,13514.0,HR,Unknown,,2024,42.3554334,-71.060511
1872,OpenText,Waterloo,other,Ontario,Canada,North America,1200.0,2024-07-03,2.0,60000.0,58800.0,Data,Post-IPO,1.0,2024,43.4652699,-80.5222961
1874,UIPath,New York City,other,New York,USA,North America,420.0,2024-07-09,10.0,4200.0,3780.0,Other,Post-IPO,2.0,2024,40.7127281,-74.0060152
1875,Intuit,Mountain View,San Francisco Bay Area,California,USA,North America,1800.0,2024-07-10,10.0,18000.0,16200.0,Finance,Post-IPO,18.0,2024,37.3893889,-122.0832101
1876,Redbox,Chicago,other,Illinois,USA,North America,1000.0,2024-07-10,100.0,1000.0,0.0,Media,Acquired,51.0,2024,41.8755616,-87.6244212
1883,ON,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,2024-07-16,100.0,60.0,0.0,Retail,Unknown,81.0,2024,37.7792588,-122.4193286
1886,Aqua Security,Boston,other,Massachusetts,USA,North America,50.0,2024-07-17,10.0,500.0,450.0,Security,Series E,325.0,2024,42.3554334,-71.060511
1887,EverC,Tel Aviv,other,non,Israel,Asia,16.0,2024-07-17,10.0,160.0,144.0,Security,Unknown,61.0,2024,32.0852997,34.7818064
1892,Humble Games,San Francisco,San Francisco Bay Area,California,USA,North America,36.0,2024-07-23,100.0,36.0,0.0,Media,Acquired,4.0,2024,37.7792588,-122.4193286
1893,Cohere,Toronto,other,Ontario,Canada,North America,20.0,2024-07-23,5.0,400.0,380.0,AI,Series D,935.0,2024,43.6534817,-79.3839347
1898,Moxion Power,Richmond,San Francisco Bay Area,California,USA,North America,248.0,2024-07-29,100.0,248.0,0.0,Energy,Unknown,124.0,2024,37.5385087,-77.43428
1900,Bungie,Seattle,Cascadia,Washington,USA,North America,220.0,2024-07-31,17.0,1294.0,1074.0,Consumer,Acquired,100.0,2024,47.6038321,-122.330062
1903,Intel,Santa Clara,San Francisco Bay Area,California,USA,North America,15000.0,2024-08-01,15.0,100000.0,85000.0,Hardware,Post-IPO,12.0,2024,37.354107,-121.955238
1905,ShareChat,Bengaluru,other,Karnataka,India,Asia,30.0,2024-08-03,5.0,600.0,570.0,Marketing,Series D,222.0,2024,12.98815675,77.62260004
1907,Jam City,Los Angeles,other,California,USA,North America,85.0,2024-08-05,10.0,850.0,765.0,Consumer,Unknown,652.0,2024,34.0536909,-118.242766
1909,Axios Media,Washington DC,other,District of Columbia,USA,North America,50.0,2024-08-06,10.0,500.0,450.0,Media,Acquired,57.0,2024,38.8950368,-77.0365427
1912,Eventbrite,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2024-08-07,11.0,909.0,809.0,Consumer,Post-IPO,557.0,2024,37.7792588,-122.4193286
1915,Cisco,San Jose,San Francisco Bay Area,California,USA,North America,5600.0,2024-08-09,7.0,80000.0,74400.0,Infrastructure,Post-IPO,2.0,2024,37.3361663,-121.890591
1923,Sonos,Santa Barbara,other,California,USA,North America,100.0,2024-08-14,6.0,1667.0,1567.0,Consumer,Post-IPO,455.0,2024,34.4221319,-119.702667
1925,Inuitive,Ra'anana,other,non,Israel,Asia,16.0,2024-08-15,20.0,80.0,64.0,Manufacturing,Unknown,23.0,2024,32.1860244,34.8678359
1930,Paper,Montreal,other,Quebec,Canada,North America,81.0,2024-08-16,45.0,180.0,99.0,Education,Series D,389.0,2024,45.5031824,-73.5698065
1934,GoPro,San Mateo,San Francisco Bay Area,California,USA,North America,139.0,2024-08-19,15.0,927.0,788.0,Consumer,Post-IPO,288.0,2024,37.496904,-122.3330573
1937,Five9,San Ramon,San Francisco Bay Area,California,USA,North America,190.0,2024-08-20,7.0,2714.0,2524.0,Support,Post-IPO,862.0,2024,37.77466357,-121.9734961
1940,Redfin,Seattle,Cascadia,Washington,USA,North America,82.0,2024-08-22,2.0,4100.0,4018.0,Real Estate,Post-IPO,320.0,2024,47.6038321,-122.330062
1945,Tome Biosciences,Boston,other,Massachusetts,USA,North America,131.0,2024-08-26,100.0,131.0,0.0,Healthcare,Series A,213.0,2024,42.3554334,-71.060511
1948,Brave,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,2024-08-28,14.0,193.0,166.0,Consumer,Series B,42.0,2024,37.7792588,-122.4193286
1949,Character.ai,Menlo Park,San Francisco Bay Area,California,USA,North America,6.0,2024-08-29,5.0,120.0,114.0,AI,Series A,150.0,2024,37.4519671,-122.177992
1950,Dunzo,Bengaluru,other,Karnataka,India,Asia,150.0,2024-08-31,75.0,200.0,50.0,Food,Unknown,458.0,2024,12.98815675,77.62260004
1954,ChargePoint,Campbell,San Francisco Bay Area,California,USA,North America,250.0,2024-09-04,15.0,1667.0,1417.0,Manufacturing,Unknown,1.0,2024,37.287167,-121.949959
1956,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2024-09-04,1.0,3000.0,2970.0,Transportion,Post-IPO,5.0,2024,37.7792588,-122.4193286
1957,Goop,Los Angeles,other,California,USA,North America,39.0,2024-09-06,18.0,217.0,178.0,Retail,Unknown,75.0,2024,34.0536909,-118.242766
1959,WeTransfer,Amsterdam,other,non,Netherlands,Europe,260.0,2024-09-08,75.0,347.0,87.0,Other,Acquired,64.0,2024,52.3730796,4.8924534
1969,CarTrawler,Dublin,other,non,Ireland,Europe,40.0,2024-09-19,10.0,400.0,360.0,Transportion,Acquired,,2024,53.3493795,-6.2605593
1974,Healthy.io,Tel Aviv,other,non,Israel,Asia,40.0,2024-09-22,30.0,133.0,93.0,Healthcare,Series D,185.0,2024,32.0852997,34.7818064
1975,Northvolt,Stockholm,other,non,Sweden,Europe,1600.0,2024-09-23,20.0,8000.0,6400.0,Energy,Unknown,14.0,2024,59.3251172,18.0710935
1980,Drata,San Diego,other,California,USA,North America,40.0,2024-09-26,9.0,444.0,404.0,Security,Series C,328.0,2024,32.7174202,-117.162772
1983,Tome,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,2024-10-02,31.0,39.0,27.0,Sales,Series B,75.0,2024,37.7792588,-122.4193286
1986,Eaze,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2024-10-07,100.0,500.0,0.0,Consumer,Series D,202.0,2024,37.7792588,-122.4193286
1987,PubMatic,Redwood City,San Francisco Bay Area,California,USA,North America,12.0,2024-10-07,1.0,1200.0,1188.0,Marketing,Post-IPO,63.0,2024,37.4863239,-122.232523
1989,BeepKart,Bengaluru,other,Karnataka,India,Asia,130.0,2024-10-08,40.0,325.0,195.0,Retail,Series A,1.0,2024,12.98815675,77.62260004
1992,CareerBuilder + Monster,Chicago,other,Illinois,USA,North America,200.0,2024-10-10,15.0,1333.0,1133.0,Recruiting,Acquired,,2024,41.8755616,-87.6244212
1996,Nikola,Phoenix,other,Arizona,USA,North America,130.0,2024-10-11,15.0,867.0,737.0,Transportation,Post-IPO,3.0,2024,33.4484367,-112.074141
